place_id;keywords;country;city;location_name;location_address;lat;lng;location_rating;blog_url;location_google_types;postcode;photo_uri
ChIJAQAAAFCXyFYRAiRUzlATHBQ;baked goods, canned goods, farmers market, flowers, fruits, local produce, seafood, vegetables;US;Anchorage;Spenard Farmers' Market;2555 Spenard Rd, Anchorage, AK 99503, United States;6.119.752.499.999.990;-1.499.044.952;04. Apr;https://handpickedalaska.com/blog/what-to-do-in-anchorage-alaska;point_of_interest,establishment;99503;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q45yb2XJWTC10pEy6qxnJpbFsorEN3A5QicHCKOWuMgomj1jS531nAihBJg59nyLYtVjHJoxyY6JhBV_vlqz-9lnIu8bKbJz4wfqYMFlfW9NDVUIWh4ojTyLFVr7cCASbmXpmU01IDcqhgUFRvm9O4SMK1pQL-1iT-S15YYFzSgSuYc&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJBSM44FOXyFYRCIX2fMzTSO4;art, galleries;US;Anchorage;Greetings from Alaska Mural;610 E 5th Ave, Anchorage, AK 99501, United States;6.121.743.929.999.990;-1.498.726.237;04. May;https://handpickedalaska.com/blog/what-to-do-in-anchorage-alaska;tourist_attraction,point_of_interest,establishment;99501;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q4EUF2K1ZyU38z23RjZuJ62kCR5AcG0P2pNB4v9pUM-9nTflv-RhZcd4lcsEgdG0BPyUkJmRSuTZQIAR0pBzKq5PYq-Lu8T2LmI4vljODuBnkBJFJUdg_cszl4gOYeLjNmeJLeIi3zPvHo1JdBYC4zdJce7fDiWLL6nvUOLNUG1fG91&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJD_Se55OFyFYRex_BOzJQNlM;moose, wildlife;US;Anchorage;Powerline Pass;Powerline Pass, Anchorage, AK, USA;6.105.472.219.999.990;-1.495.452.778;04. Aug;https://handpickedalaska.com/blog/what-to-do-in-anchorage-alaska;natural_feature,establishment;;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q5YImpzv59we1g_tFhepBV67GdbbgXKT9VlDT48Mf3bmOR_wqNqaweVZR10zXLR0xgdx1r-eNjE_MyCp6Bbjm0NCN91iDvnn6dge8vdHz4pTkxdE4gusX1uROehWXnAeOyFMQcJPxNqixLVSxjA1Qtj9XIz99F0eIQ77tVk_hGcPfOM&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJExnfV029yFYRTYFt5lqdbNI;aviation, museum, seaplanes;US;Anchorage;Alaska Aviation Museum;4721 Aircraft Dr, Anchorage, AK 99502, United States;611.793.565;-1.499.719.066;04. Jun;https://handpickedalaska.com/blog/what-to-do-in-anchorage-alaska;museum,tourist_attraction,store,point_of_interest,establishment;99502;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q5hsdq31QkYpZc15kACF1epr1fZwIyXvgTi3vx04DFCZ1HPPzHALOGsdzYpnySYEKYNuzitnF49vCWcCamm0SF88OY9rso8IRcihfxvlTdsYLKl1_LuoC6gP6fL9nnJFrbwUhm5Plpa1iSySNkNLhlQQUfyUo77PkWnOp-CmpP89fNF&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJH2Yh-ASayFYR6gU-9WdijKE;animals, zoo;US;Anchorage;Alaska Zoo;4731 O'Malley Rd, Anchorage, AK 99507, United States;611.238.025;-1.497.907;04. Mar;https://handpickedalaska.com/blog/what-to-do-in-anchorage-alaska;zoo,point_of_interest,establishment;99507;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q60jEoWYagWphtYytsiOum7KnG2T_iGK1VmDnJ1SAhILSJa2GDXhp0hrxXuTtVP18F4L4VxDrE1hNevNJBLBuPPFSmgh5dfiQ5No9uTyJuk4cEkcHg2-LrM0geyZc1h__9hBBh2G2OfDKG4Lakh-Ob6ZdHFrJjDMpqTLLhon0P9Q9rB&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJHy_5Hg6ZyFYRUM78pUh0nfM;art, craft fair;US;Anchorage;O'Malley Castle Market;1520 O'Malley Rd, Anchorage, AK 99507, United States;611.221.237;-1.498.537.695;5.0;https://handpickedalaska.com/blog/what-to-do-in-anchorage-alaska;point_of_interest,establishment;99507;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q5XS8gPRUBzvlSy89BeeCKJjfnbUd_248KurHSSvWuW7tH1huFiBiEZb6M1l3G8RUXgkehlKZmVLRHE3vAva80AG4WQXOnT4IXjMzHmklLra6dcPCcLI-A3ECbLrRtay1f5FRbxKp8ZFlhvcI8XraeOf6uFBsjRVThYTcTooB05dXgv&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJI1ebgEu9yFYR8esQ0xLDkJk;bear viewing;US;Anchorage;Katmailand National Park (Tour Agency);4125 Aircraft Dr, Anchorage, AK 99502, United States;6.118.299.700.000.000;-1.499.794.439;5.0;https://handpickedalaska.com/blog/what-to-do-in-anchorage-alaska;tourist_attraction,travel_agency,point_of_interest,establishment;99502;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q71yy1_c8gLS3IEZBXpBgmubZHG0ma0-ywE8yrzjpHxGqzwAHaRoo1kq9tEEsKzISvei67D9e6rLX0fky6tdXqVNS8SPdlzjX_LH8tbZf9fmb0X5EungqVV5iCI1JtDc3fRMJCSHhnUlSoaLv1iMjnu2hMIdgDenWHb7PiUBDqVVcBg&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJMTQ_SZSZyFYRWhMqvZAc2K4;baked goods, canned goods, farmers market, flowers, fruits, local produce, seafood, vegetables;US;Anchorage;South Anchorage Farmers Market (O'Malley);11111 O'Malley Centre Dr, Anchorage, AK 99515, United States;611.199.291;-1.498.593.773;04. May;https://handpickedalaska.com/blog/what-to-do-in-anchorage-alaska;point_of_interest,establishment;99515;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q5VoyWlGtA7NYV7mYmnr2zjWFT-PPnTdKuA_36SwdpjPWm8Wzj8bnimnXSFc8mb_f8xFL49adFjeO37gz9H440-zWpQiB8FW2pOZKfICgVKle_YWOuh7Ci40LFc7ukLw7M9T0ehHas2hiPBUvr5FrLUR9Ko83I65ORnMaZfhGafvvew&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJM_p-3NuXyFYRo0t0DbH0yow;movie theater, restaurant;US;Anchorage;Bear Tooth Theatrepub;1230 W 27th Ave, Anchorage, AK 99503, United States;6.119.608.350.000.000;-1.499.070.257;04. Jun;https://handpickedalaska.com/blog/what-to-do-in-anchorage-alaska;movie_theater,meal_takeaway,bar,restaurant,food,point_of_interest,establishment;99503;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q54lxwjQj--WJWeoKe-mO4Fm2o-znnTZdzak-QtCOzpwooqPnfNXLC-gVrvrdciuA-3KbLP02v4iZ1j9DVdNfrterXaigtkGGfhp0Ats9xBDnzLb4q6oVaF-BGS-jpjpkT3wZfnZU953lzXgF6Q_ICwxmDP0hy0o6N9RipHwSXD0Y2n&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJO-8KszmXyFYRIuLlm5beIgU;ice cream, local ingredients;US;Anchorage;Wild Scoops;530 E Benson Blvd #7, Anchorage, AK 99503, United States;611.926.297;-1.498.744.188;04. Aug;https://handpickedalaska.com/blog/what-to-do-in-anchorage-alaska;store,food,point_of_interest,establishment;99503;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q60VgbPj17oPjyQjllo4UZmtP_65lXCQGU6QQ70d3AcD2dOIoQHcUK-5cnfiqwVvHjN-QkvNpa1eaBtu5XFG0skBHpzjExWV7IyFMSAXhVSTFENzke46fUP0V_pFli2ntPlyVVL10kMvLkm0vzQbaiz2vV7qbHri382IGk2i3DHpzVn&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJQ1aHn92XyFYR6SB-hE1ebO8;arts, crafts;US;Anchorage;Anchorage Makerspace;1406 W 33rd Ave, Anchorage, AK 99503, United States;6.119.013.589.999.990;-149.910.112;04. Jun;https://handpickedalaska.com/blog/what-to-do-in-anchorage-alaska;point_of_interest,establishment;99503;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q4qqJIWis47Nf3x9zu__0p7jXiAn7sb7WRWqXFTOgTbaDhcKURDOlOwkp177TbinB7KCG0YSVA8i1M_v0Sh5z3lihFgYCWytoBBwyFewY0WDr0AerSI7mXB4pqK1EHA5-yzhaIujBZETj46r4EGp86igTMTAkpzVd-hIaTnkZWg4jac&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJQcnnU4G9yFYRRfrr7uDX1Rs;breakfast, local favorite;US;Anchorage;Snow City Cafe;1034 W 4th Ave, Anchorage, AK 99501, United States;612.184.695;-1.499.034.057;04. May;https://handpickedalaska.com/blog/what-to-do-in-anchorage-alaska;cafe,restaurant,food,point_of_interest,store,establishment;99501;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q69oWDSZAr5hLGdT7_4FMM8Fgc4KaI4i80VyT78j3o5Ocm2tHiVM8ImF5U0ZF-h14CqE2ScoQr96xHMef1LRNb0t82FJTzNJ9gq24rqtlh-sNiR3lahFDeJKXKvFbFwxN_y4jZnfJkKPvMOZeag36CTAwn2LzTuE2b4Dt2_ZKdUSB-9&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJRSNoOUq9yFYRDF9RUzfFY-o;Nordic skiing, biking, city views, mountain views, ocean views, paved, running, trail;US;Anchorage;Tony Knowles Coastal Trail;Tony Knowles Coastal Trail, Anchorage, AK, USA;611.981.589;-1.499.848.051;;https://handpickedalaska.com/blog/what-to-do-in-anchorage-alaska;route;;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q5YJZn7BDyQ8gHeZS2W1aK_Pw7LeWx9vESjBpN9UzZe2LeCoJF4LWNTbv829Rhs40UCjo0YHoOWFlgHUcy7mff20IlhBvDx_XxecfFB2Y5jez4r5KeYTdL5upnLtIzSTSsFs97MVDYXqqiWpuOIa7qehvHFPzHi7v_4aYtq7e7kL-NZ&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJRxPUQi2WyFYRrRAerIkI784;baked goods, canned goods, farmers market, flowers, fruits, local produce, seafood, vegetables;US;Anchorage;Anchorage Farmers Market;1420 Cordova St, Anchorage, AK 99501, United States;6.120.828.809.999.990;-1.498.804.093;04. Mar;https://handpickedalaska.com/blog/what-to-do-in-anchorage-alaska;point_of_interest,establishment;99501;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q6lp2XH46OwKTQPgP2oy2jCfyi1V0pqQGinaBkFcig4ZOI9sBcWdgWBmBlkmqRzk3QKI2Hp80Nsh9cKAYeAK-qqQT-9j2EHOxAnggyRRIzH-94reqzgIFoCFJDmJaRXf79wEDfxABxaMzKo7aIXxd6TYiKhcbsW6vgF3xKQXpPCIHR3&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJV1RVVVWKyFYRDz8anNdhRRw;brown bears, hiking, lynx, moose, sheep, wildlife;US;Anchorage;Chugach State Park;18620 Seward Hwy, Anchorage, AK 99516, United States;611.934.395;-1.492.304.785;04. Aug;https://handpickedalaska.com/blog/what-to-do-in-anchorage-alaska;tourist_attraction,park,point_of_interest,establishment;99516;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q76tdnvtOPBOmEfOxV0-Q800mHtsxZXWB7xv1zlmVotHnJJkmpJD-o5gmsAN81jq4RaxRsdMXvv8mL_U-YsUoKroWIe2EucVbO2kk7JlQXzxx43zB5XdXO0V13RlxhQ3odhmfaN3YHfwZzX2w7BTrw8deM8xcDW2ArsJWw7icHWq25m&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJWe79rk-WyFYRWx3A_ffFayM;bakery, bread;US;Anchorage;Fire Island Rustic Bakeshop;2530 E 16th Ave, Anchorage, AK 99508, United States;612.058.686;-1.498.339.899;04. Jul;https://handpickedalaska.com/blog/what-to-do-in-anchorage-alaska;bakery,restaurant,food,store,point_of_interest,establishment;99508;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q5vQU4Ao38e-Y2K8Co1iwW7TAFondun795fmOmStM-bluxK25O29Wnh2XtsrOfn60lhpsLHP-CJgXq45NU_PzGB5jS_rozaySBlc0D020H_56se3U9pt6bFcgpMHDAhqERFvTd-k2ph9QXp8s98zaViVTMAfTL7hLs2l5Z-aaEzpZmf&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJ__9jCJ-ayFYR54irITUDY0g;city views, mountain views;US;Anchorage;Anchorage Overlook Trail;13101 Glen Alps Rd, Anchorage, AK 99516, United States;611.035.161;-1.496.834.199;5.0;https://handpickedalaska.com/blog/what-to-do-in-anchorage-alaska;park,point_of_interest,establishment;99516;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q5qRAQ3XyKrUOF1Nx6Mhs1B4cp8xhgX8W8DWt7OHT-QtJ_ZZt4AbYHc52HdzX0_2CQAIVr5rf_TUZRVitmMIUT_Gy0_4eXEF0WJcsUoxjrW3ZRsqt2bSRer8AEVEeopG4FeHE7QI9GCB-EP4yjwWGN2oau_-UCvf0OIGvE1sTYWjq48&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJa0B1BT2UyFYR4Uq-O1L3LBw;Alaska Native, art, artifacts, cultural center, culture, dance performances, game demonstrations, heritage, history, museum, storytelling;US;Anchorage;Alaska Native Heritage Center;8800 Heritage Center Dr, Anchorage, AK 99504, United States;612.327.673;-1.497.172.141;04. Jun;https://handpickedalaska.com/blog/what-to-do-in-anchorage-alaska;tourist_attraction,museum,point_of_interest,store,establishment;99504;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q4cBDhTYtUkpekrK0kJcAJUHPVne09sSrc4Lk9LI3XLpGkgOy87H7v5qaxhXI6DiOz7emG_sE1luXf3GcLSFOHO9Yyhl0ht_7Ouuxyu9lUhIbPSrqxbh62VBgCfA_l4GeIyoGuuP7S49v7xhhHARBB38JvONwYLmFH333YqiGT2XJCQ&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJb2AwokC9yFYRR9yuDYIdipc;moose, wildlife;US;Anchorage;Earthquake Park;5101 Point Woronzof Rd, Anchorage, AK 99502, United States;611.954.326;-1.499.753.402;04. May;https://handpickedalaska.com/blog/what-to-do-in-anchorage-alaska;park,tourist_attraction,point_of_interest,establishment;99502;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q5NsKLdQhN1GlGpLYpzR6XX1Nhl-OMHDZsqUs1-ZVUGZ_D5HmOs7dBfF9wOJaxp_XN95oql9v2FtQ23Y2wWPFa3EVn4k_IiuGhH2ADT8_fOXbkdfe4uvfHXeCK8EBW-v-RwF78C06AFeBUPZTepybufp24SgdYaDJGQmuiPZygUNUFz&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJb2RN0imWyFYRWwJawVuVbpc;sled dog race;US;Anchorage;Iditarod Historic Trail;320 W 4th Ave, Anchorage, AK 99501, United States;612.185.103;-1.498.894.065;04. May;https://handpickedalaska.com/blog/what-to-do-in-anchorage-alaska;point_of_interest,establishment;99501;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q4iqF_huQvWwOy4aKAkZTBln5teaEcd7HHno409wNMfMUQ6uv59HJuJEcgKhRSA-eVmonDT3s_wo7C57Xy7i9WKleOybyjDWf2MlY87uro5v703LdQH8aLIWxPywL_QSz89X2YVl-A2jnb2Wa8B_EsRj-1ChLVgqEL9PE6Zmaogmtgu&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJjUPnbCmWyFYRr_lSUBrKRVc;Alaska Native, Smithsonian Institution, art, culture, discovery center, gift shop, history, paintings, photography, sculptures;US;Anchorage;Anchorage Museum;625 C St, Anchorage, AK 99501, United States;612.162.281;-1.498.855.791;04. May;https://handpickedalaska.com/blog/what-to-do-in-anchorage-alaska;museum,art_gallery,tourist_attraction,point_of_interest,establishment;99501;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q51qRd9cnXqewBMUwx1JRmeEukUO1_eQ7a2KuncPlPI60yHp-eXQB21halhiXRpHxnsuSp1ODRCLS5l3Ru4U7YfjeJdkIvga1Rh-vQnNl6TXpcuImBDqHnYA5iMKZRWrS_Q6TgPbMJDFkcoe_R7-3POT_4bMAnu13f1x8NuwP3lTUut&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJm9wS9tuXyFYRBDO5JCLDaM8;local beer, pizza;US;Anchorage;Hearth Artisan Pizza;1200 W Northern Lights Blvd F, Anchorage, AK 99503, United States;611.944.166;-1.499.076.585;04. Jun;https://handpickedalaska.com/blog/what-to-do-in-anchorage-alaska;restaurant,food,point_of_interest,establishment;99503;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q4ATo1Ojo5u-5CIz9akZjuIzOlUrJEx-RuJhavt38KiobA7s9US9ciK3Qt84h8gLy7UEW6xbka_zs57OgvrS6cuS_Xoxemgq1hk8uPXWitWsScO3N_aOM3zdonme3pC5UTpF9fVDaTAzPrEyIOhbB6zZSuOusFHz2bfW4v5O81fGsSW&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
